,sunshine,windgustspeed,humidity3pm,pressure3pm,year,day,month,windspeed3pm,temp_amplitude,cloud3pm,rainfall,climat,humidity9am,winddir3pm_sin,longitude,winddir9am_cos,cloud9am,winddir9am_sin,latitude,geography,raintoday,evaporation,windspeed9am,windgustdir_cos,raintomorrow
19451,10.8,39.0,65.0,1018.9,2008,4,12,22.0,5.800000000000001,7.0,0.4,2,67.0,0.3826834323650898,150.8918168,1.0,8.0,0.0,-34.41315164,1,0,11.0,20.0,0.7071067811865476,0
19452,8.1,41.0,75.0,1009.2,2008,5,12,19.0,9.7,5.0,0.0,2,79.0,0.9238795325112868,150.8918168,0.3826834323650898,8.0,0.9238795325112868,-34.41315164,1,0,6.6,22.0,0.9238795325112868,0
19453,9.4,44.0,81.0,1004.4,2008,6,12,22.0,13.9,4.0,0.2,2,57.0,-0.9238795325112866,150.8918168,0.7071067811865474,6.0,-0.7071067811865477,-34.41315164,1,0,6.4,6.0,0.38268343236509,0
19454,12.3,50.0,80.0,1008.9,2008,7,12,28.0,5.700000000000003,7.0,0.6,2,67.0,-0.9238795325112866,150.8918168,-0.9238795325112868,8.0,0.3826834323650899,-34.41315164,1,0,12.4,28.0,0.38268343236509,1
19455,12.9,56.0,54.0,1007.6,2008,15,12,28.0,5.299999999999999,3.0,0.6,2,47.0,-0.9238795325112866,150.8918168,-0.3826834323650903,3.0,-0.9238795325112864,-34.41315164,1,0,6.6,31.0,-0.3826834323650903,0
19456,13.3,39.0,67.0,1010.1,2008,16,12,17.0,8.3,1.0,0.0,2,62.0,0.9238795325112868,150.8918168,0.7071067811865476,1.0,0.7071067811865476,-34.41315164,1,0,7.0,9.0,0.9238795325112868,0
19457,4.5,50.0,80.0,1008.7,2008,17,12,9.0,6.800000000000001,7.0,0.0,2,74.0,-0.7071067811865477,150.8918168,0.9238795325112868,6.0,0.3826834323650898,-34.41315164,1,0,9.6,9.0,-1.8369701987210287e-16,0
19458,9.3,67.0,79.0,1000.3,2008,18,12,9.0,11.7,4.0,0.0,2,73.0,0.7071067811865476,150.8918168,1.0,2.0,0.0,-34.41315164,1,0,3.8,13.0,-0.7071067811865475,0
19459,12.9,56.0,61.0,1008.2,2008,19,12,33.0,9.0,6.0,0.8,2,52.0,-0.9238795325112866,150.8918168,0.38268343236509,2.0,-0.9238795325112866,-34.41315164,1,0,6.8,9.0,-1.8369701987210287e-16,0
19460,12.6,56.0,73.0,1020.0,2008,20,12,30.0,4.9,8.0,0.0,2,58.0,-0.9238795325112866,150.8918168,-1.8369701987210287e-16,3.0,-1.0,-34.41315164,1,0,8.4,26.0,0.38268343236509,0
19461,13.1,35.0,61.0,1020.2,2008,21,12,22.0,8.8,1.0,0.0,2,59.0,0.3826834323650898,150.8918168,0.9238795325112864,1.0,-0.3826834323650904,-34.41315164,1,0,5.8,6.0,0.9238795325112868,0
19462,1.4,43.0,92.0,1013.2,2008,24,12,11.0,1.6999999999999993,8.0,1.2,2,78.0,-0.9238795325112866,150.8918168,0.38268343236509,8.0,-0.9238795325112866,-34.41315164,1,1,6.8,20.0,-1.8369701987210287e-16,0
19463,11.5,24.0,68.0,1013.6,2008,25,12,19.0,5.5,2.0,0.2,2,85.0,0.7071067811865476,150.8918168,0.3826834323650898,8.0,0.9238795325112868,-34.41315164,1,0,2.4,13.0,0.7071067811865476,0
19464,11.0,48.0,80.0,1010.6,2008,26,12,31.0,6.5,1.0,0.0,2,80.0,0.7071067811865476,150.8918168,0.3826834323650898,4.0,0.9238795325112868,-34.41315164,1,0,6.8,19.0,0.7071067811865476,0
19465,4.1,54.0,87.0,1004.3,2008,27,12,24.0,3.8000000000000007,7.0,0.0,2,87.0,0.9238795325112868,150.8918168,0.7071067811865476,7.0,0.7071067811865476,-34.41315164,1,0,9.8,24.0,-1.0,1
19466,12.5,44.0,78.0,1004.4,2008,29,12,19.0,2.8000000000000007,8.0,0.0,2,76.0,-0.7071067811865477,150.8918168,0.7071067811865474,1.0,-0.7071067811865477,-34.41315164,1,0,8.2,31.0,0.7071067811865474,1
19467,13.4,44.0,57.0,1002.4,2008,31,12,17.0,10.6,1.0,0.0,2,30.0,0.0,150.8918168,-0.7071067811865479,1.0,-0.7071067811865471,-34.41315164,1,0,9.8,11.0,-1.0,0
19468,13.3,70.0,51.0,1000.3,2009,1,1,33.0,15.099999999999998,1.0,0.0,2,56.0,0.7071067811865476,150.8918168,0.9238795325112868,1.0,0.3826834323650898,-34.41315164,1,0,10.6,9.0,0.38268343236509,0
19469,13.4,54.0,67.0,1015.5,2009,2,1,24.0,2.2,8.0,0.0,2,67.0,-0.7071067811865477,150.8918168,0.7071067811865474,8.0,-0.7071067811865477,-34.41315164,1,0,13.6,17.0,0.7071067811865474,0
19470,13.4,33.0,61.0,1019.9,2009,3,1,17.0,5.600000000000001,8.0,0.0,2,60.0,0.3826834323650898,150.8918168,1.0,8.0,0.0,-34.41315164,1,0,8.8,15.0,0.3826834323650898,0
19471,13.6,37.0,71.0,1008.3,2009,5,1,22.0,6.5,5.0,0.0,2,76.0,0.7071067811865476,150.8918168,0.3826834323650898,1.0,0.9238795325112868,-34.41315164,1,0,7.0,22.0,0.3826834323650898,0
19472,13.5,28.0,75.0,1008.2,2009,6,1,17.0,7.100000000000001,0.0,0.0,2,82.0,0.7071067811865476,150.8918168,0.3826834323650898,0.0,0.9238795325112868,-34.41315164,1,0,11.2,13.0,6.123233995736766e-17,0
19473,9.2,52.0,85.0,1005.5,2009,7,1,7.0,13.299999999999995,3.0,0.0,2,77.0,-0.7071067811865477,150.8918168,1.0,1.0,0.0,-34.41315164,1,0,13.0,13.0,0.7071067811865474,0
19474,10.2,52.0,82.0,1014.5,2009,8,1,35.0,1.2000000000000028,8.0,0.4,2,86.0,-0.9238795325112866,150.8918168,0.38268343236509,8.0,-0.9238795325112866,-34.41315164,1,0,12.8,26.0,-0.3826834323650903,0
19475,11.4,46.0,53.0,1019.7,2009,9,1,17.0,5.300000000000001,1.0,0.6,2,69.0,-0.7071067811865477,150.8918168,0.38268343236509,8.0,-0.9238795325112866,-34.41315164,1,0,7.4,26.0,0.7071067811865474,0
19476,10.3,43.0,54.0,1014.6,2009,10,1,22.0,7.099999999999998,7.0,0.6,2,50.0,0.3826834323650898,150.8918168,0.3826834323650898,7.0,0.9238795325112868,-34.41315164,1,0,7.0,7.0,0.3826834323650898,0
19477,9.6,46.0,67.0,1011.4,2009,11,1,35.0,7.899999999999999,6.0,0.0,2,67.0,0.7071067811865476,150.8918168,0.3826834323650898,8.0,0.9238795325112868,-34.41315164,1,0,6.4,19.0,0.3826834323650898,0
19478,13.3,39.0,77.0,1017.0,2009,12,1,26.0,4.599999999999998,1.0,1.0,2,82.0,-0.9238795325112866,150.8918168,0.7071067811865474,1.0,-0.7071067811865477,-34.41315164,1,0,8.0,20.0,0.38268343236509,0
19479,13.4,39.0,74.0,1010.4,2009,14,1,24.0,10.900000000000002,1.0,0.0,2,79.0,1.0,150.8918168,0.7071067811865476,0.0,0.7071067811865476,-34.41315164,1,0,9.2,22.0,0.7071067811865476,0
19480,12.9,33.0,53.0,1020.3,2009,18,1,22.0,9.9,1.0,0.0,2,54.0,0.7071067811865476,150.8918168,0.7071067811865474,1.0,-0.7071067811865477,-34.41315164,1,0,8.8,9.0,0.3826834323650898,0
19481,8.8,61.0,70.0,1010.3,2009,20,1,20.0,7.900000000000002,7.0,0.0,2,74.0,1.0,150.8918168,0.7071067811865476,1.0,0.7071067811865476,-34.41315164,1,0,10.4,19.0,0.7071067811865474,0
19482,12.1,59.0,66.0,1007.8,2009,21,1,22.0,7.0,1.0,0.0,2,66.0,1.0,150.8918168,0.9238795325112864,1.0,-0.3826834323650904,-34.41315164,1,0,11.0,9.0,-0.9238795325112868,1
19483,11.0,37.0,75.0,1008.0,2009,23,1,11.0,6.800000000000001,5.0,0.0,2,81.0,-0.7071067811865477,150.8918168,0.7071067811865474,3.0,-0.7071067811865477,-34.41315164,1,0,9.0,15.0,0.7071067811865476,1
19484,7.9,39.0,56.0,1018.8,2009,25,1,17.0,5.399999999999999,0.0,0.0,2,62.0,-0.3826834323650904,150.8918168,0.7071067811865474,1.0,-0.7071067811865477,-34.41315164,1,0,11.2,17.0,0.7071067811865474,0
19485,13.0,39.0,74.0,1019.8,2009,26,1,9.0,5.400000000000002,7.0,0.0,2,74.0,-0.7071067811865477,150.8918168,0.7071067811865474,5.0,-0.7071067811865477,-34.41315164,1,0,5.2,9.0,0.7071067811865474,1
19486,13.0,50.0,76.0,1015.6,2009,28,1,35.0,5.0,2.0,0.0,2,83.0,0.7071067811865476,150.8918168,0.3826834323650898,0.0,0.9238795325112868,-34.41315164,1,0,6.8,19.0,0.7071067811865476,0
19487,13.1,52.0,74.0,1015.5,2009,30,1,26.0,6.399999999999999,1.0,0.0,2,81.0,0.7071067811865476,150.8918168,0.7071067811865476,0.0,0.7071067811865476,-34.41315164,1,0,11.0,13.0,0.7071067811865476,0
19488,12.7,44.0,73.0,1014.4,2009,31,1,19.0,6.0,1.0,0.0,2,84.0,1.0,150.8918168,0.7071067811865476,1.0,0.7071067811865476,-34.41315164,1,0,10.0,13.0,0.7071067811865476,0
19489,11.8,31.0,80.0,1017.0,2009,1,2,17.0,5.300000000000001,1.0,0.0,2,89.0,-0.7071067811865477,150.8918168,0.7071067811865474,3.0,-0.7071067811865477,-34.41315164,1,0,10.6,19.0,0.7071067811865474,0
19490,10.2,52.0,73.0,1011.3,2009,2,2,39.0,5.699999999999999,5.0,0.0,2,87.0,0.7071067811865476,150.8918168,0.3826834323650898,1.0,0.9238795325112868,-34.41315164,1,0,10.6,17.0,0.7071067811865476,0
19491,7.8,48.0,80.0,1011.0,2009,3,2,35.0,4.700000000000003,6.0,0.0,2,81.0,-0.7071067811865477,150.8918168,0.9238795325112868,1.0,0.3826834323650898,-34.41315164,1,0,10.2,11.0,0.7071067811865474,0
19492,9.0,24.0,73.0,1009.4,2009,4,2,11.0,5.300000000000001,6.0,0.0,2,85.0,0.9238795325112868,150.8918168,0.7071067811865474,7.0,-0.7071067811865477,-34.41315164,1,0,8.0,7.0,0.38268343236509,0
19493,12.7,43.0,73.0,1005.8,2009,5,2,24.0,6.5,3.0,0.0,2,84.0,1.0,150.8918168,0.3826834323650898,1.0,0.9238795325112868,-34.41315164,1,0,7.0,11.0,0.3826834323650898,0
19494,12.7,31.0,73.0,1008.3,2009,6,2,17.0,7.0,1.0,0.0,2,84.0,0.7071067811865476,150.8918168,0.3826834323650898,7.0,0.9238795325112868,-34.41315164,1,0,12.4,9.0,0.7071067811865474,0
